Id,Category
781,6
782,5
783,5
784,2
785,8
786,9
787,6
788,8
789,9
790,3
791,8
792,7
793,9
794,7
795,2
796,9
797,2
798,0
799,2
800,4
801,2
802,1
803,8
804,0
805,4
806,10
807,8
808,10
809,4
810,3
811,9
812,5
813,5
814,8
815,4
816,5
817,9
818,7
819,2
820,8
821,8
822,9
823,10
824,4
825,5
826,4
827,4
828,9
829,8
830,3
831,3
832,8
833,9
834,10
835,5
836,5
837,2
838,5
839,3
840,5
841,9
842,5
843,0
844,8
845,2
846,8
847,0
848,8
849,3
850,5
851,9
852,1
853,3
854,10
855,10
856,10
857,10
858,7
859,2
860,1
861,1
862,0
863,9
864,3
865,4
866,2
867,10
868,8
869,9
870,3
871,4
872,5
873,6
874,9
875,3
876,8
877,2
878,5
879,10
880,5
881,9
882,9
883,3
884,4
885,8
886,7
887,4
888,10
889,10
890,6
891,1
892,5
893,3
894,2
895,2
896,3
897,4
898,4
899,5
900,6
901,10
902,5
903,3
904,5
905,1
906,7
907,5
908,9
909,4
910,10
911,8
912,4
913,2
914,4
915,1
916,4
917,3
918,1
919,0
920,4
921,0
922,8
923,9
924,9
925,2
926,5
927,0
928,4
929,9
930,9
931,2
932,1
933,4
934,0
935,8
936,1
937,9
938,9
939,9
940,9
941,2
942,3
943,10
944,4
945,10
946,7
947,8
948,10
949,8
950,3
951,1
952,9
953,9
954,1
955,9
956,6
957,6
958,10
959,9
960,2
961,3
962,7
963,4
964,5
965,6
966,9
967,5
968,3
969,4
970,10
971,9
972,2
973,5
974,3
975,2
976,7
977,2
978,1
979,4
980,0
981,7
982,4
983,9
984,7
985,1
986,10
987,5
988,8
989,2
990,5
991,6
992,5
993,6
994,1
995,8
996,3
997,2
998,9
999,9
1000,9
1001,8
1002,10
1003,7
1004,3
1005,6
1006,3
1007,1
1008,4
1009,0
1010,5
1011,1
1012,5
1013,5
1014,3
1015,10
1016,4
1017,2
1018,0
1019,9
1020,8
1021,9
1022,5
1023,1
1024,9
1025,2
1026,10
1027,5
1028,10
1029,8
1030,10
1031,4
1032,7
1033,9
1034,1
1035,0
1036,8
1037,10
1038,5
1039,8
1040,9
1041,8
1042,1
1043,3
1044,1
1045,9
1046,1
1047,5
1048,5
1049,9
1050,3
1051,3
1052,9
1053,4
1054,8
1055,5
1056,9
1057,8
1058,3
1059,9
1060,10
1061,10
1062,5
1063,10
1064,9
1065,5
1066,8
1067,10
1068,9
1069,9
1070,9
1071,6
1072,0
1073,9
1074,10
1075,4
1076,0
1077,5
1078,3
1079,10
1080,9
1081,5
1082,6
1083,9
1084,9
1085,9
1086,1
1087,0
1088,7
1089,0
1090,9
1091,10
1092,1
1093,5
1094,5
1095,8
1096,10
1097,2
1098,9
1099,9
1100,9
1101,3
1102,4
1103,4
1104,6
1105,1
1106,9
1107,10
1108,8
1109,9
1110,5
1111,9
1112,2
1113,5
1114,10
1115,3
1116,9
1117,5
1118,4
1119,5
1120,6
1121,9
1122,9
1123,3
1124,1
1125,9
1126,6
1127,3
1128,5
1129,4
1130,1
1131,10
1132,1
1133,8
1134,10
1135,5
1136,7
1137,9
1138,3
1139,0
1140,9
1141,3
1142,7
1143,2
1144,2
1145,10
1146,4
1147,10
1148,5
1149,10
1150,3
1151,6
1152,0
1153,0
1154,3
1155,9
1156,5
1157,8
1158,2
1159,1
1160,9
1161,2
1162,9
1163,9
1164,3
1165,2
1166,3
1167,5
1168,0
1169,9
1170,4
1171,9
1172,7
1173,2
1174,8
1175,6
1176,10
1177,1
1178,0
1179,0
1180,3
1181,6
1182,9
1183,8
1184,1
1185,5
1186,6
1187,3
1188,2
1189,9
1190,7
1191,5
1192,8
1193,5
1194,10
1195,3
1196,9
1197,5
1198,0
1199,9
1200,2
1201,3
1202,1
1203,3
1204,2
1205,5
1206,8
1207,9
1208,9
1209,3
1210,9
1211,10
1212,5
1213,10
1214,5
1215,10
1216,8
1217,10
1218,6
1219,9
1220,10
1221,10
1222,5
1223,1
1224,4
1225,6
1226,1
1227,6
1228,3
1229,4
1230,4
1231,4
1232,10
1233,0
1234,2
1235,8
1236,4
1237,0
1238,4
1239,9
1240,2
1241,2
1242,5
1243,9
1244,9
1245,8
1246,4
1247,5
1248,3
1249,5
1250,8
1251,5
1252,10
1253,9
1254,2
1255,8
1256,4
1257,10
1258,8
1259,9
1260,0
1261,2
1262,4
1263,0
1264,4
1265,1
1266,5
1267,10
1268,10
1269,8
1270,1
1271,2
1272,2
1273,4
1274,1
1275,1
1276,4
1277,10
1278,10
1279,2
1280,1
1281,1
1282,7
1283,9
1284,7
1285,9
1286,7
1287,9
1288,10
1289,10
1290,8
1291,8
1292,5
1293,5
1294,3
1295,5
1296,9
1297,5
1298,9
1299,2
1300,9
1301,1
1302,3
1303,1
1304,0
1305,1
1306,2
1307,1
1308,2
1309,5
1310,3
1311,3
1312,3
1313,1
1314,10
1315,3
1316,0
1317,8
1318,2
1319,10
1320,2
1321,3
1322,2
1323,0
1324,8
1325,2
1326,2
1327,4
1328,4
1329,9
1330,10
1331,4
1332,8
1333,3
1334,2
1335,5
1336,3
1337,5
1338,9
1339,9
1340,2
1341,1
1342,4
1343,8
1344,9
1345,7
1346,3
1347,0
1348,0
1349,3
1350,8
1351,5
1352,8
1353,3
1354,0
1355,6
1356,8
1357,6
1358,1
1359,9
1360,7
1361,9
1362,5
1363,5
1364,10
1365,10
1366,2
1367,9
1368,5
1369,9
1370,8
1371,4
1372,4
1373,9
1374,9
1375,9
1376,10
1377,8
1378,4
1379,8
1380,4
1381,1
1382,8
1383,3
1384,5
1385,4
1386,1
1387,8
1388,9
1389,9
1390,10
1391,5
1392,2
1393,5
1394,2
1395,2
1396,10
1397,2
1398,9
1399,9
1400,8
1401,9
1402,9
1403,5
1404,9
1405,4
1406,10
1407,9
1408,8
1409,2
1410,5
1411,4
1412,6
1413,8
1414,8
1415,5
1416,10
1417,3
1418,10
1419,0
1420,10
1421,0
1422,1
1423,3
1424,10
1425,2
1426,0
1427,0
1428,4
1429,9
1430,9
1431,7
1432,8
1433,5
1434,8
1435,6
1436,5
1437,2
1438,5
1439,8
1440,9
1441,3
1442,1
1443,8
1444,10
1445,2
1446,8
1447,10
1448,6
1449,0
1450,3
1451,4
1452,8
1453,9
1454,3
1455,1
1456,9
1457,4
1458,4
1459,4
1460,10
1461,8
1462,2
1463,2
1464,10
1465,5
1466,1
1467,9
1468,1
1469,2
1470,2
1471,1
1472,5
1473,1
1474,0
1475,0
1476,9
1477,5
1478,1
1479,6
1480,9
1481,5
1482,9
1483,9
1484,4
1485,2
1486,10
1487,1
1488,0
1489,4
1490,3
1491,3
1492,8
1493,1
1494,10
1495,9
1496,9
1497,1
1498,4
1499,3
1500,10
1501,3
1502,8
1503,4
1504,3
1505,9
1506,9
1507,7
1508,5
1509,5
1510,3
1511,10
1512,1
1513,3
1514,0
1515,9
1516,10
1517,5
1518,5
1519,1
1520,2
1521,3
1522,3
1523,9
1524,9
1525,5
1526,8
1527,4
1528,9
1529,1
1530,10
1531,6
1532,9
1533,0
1534,9
1535,9
1536,0
1537,2
1538,3
1539,4
1540,9
1541,10
1542,4
1543,6
1544,6
1545,6
1546,9
1547,9
1548,8
1549,4
1550,2
1551,8
1552,6
1553,9
1554,5
1555,3
1556,2
1557,4
1558,0
1559,9
1560,3
1561,8
1562,3
1563,9
1564,7
1565,6
1566,9
1567,3
1568,9
1569,9
1570,3
1571,2
1572,10
1573,1
1574,10
1575,4
1576,1
1577,3
1578,1
1579,7
1580,9
1581,6
1582,2
1583,10
1584,8
1585,3
1586,4
1587,5
1588,5
1589,0
1590,2
1591,10
1592,5
1593,10
1594,5
1595,5
1596,5
1597,7
1598,1
1599,10
1600,2
1601,10
1602,4
1603,1
1604,8
1605,8
1606,7
1607,9
1608,0
1609,7
1610,4
1611,7
1612,9
1613,9
1614,6
1615,0
1616,0
1617,10
1618,1
1619,3
1620,8
1621,3
1622,1
1623,1
1624,10
1625,8
1626,5
1627,8
1628,10
1629,1
1630,5
1631,8
1632,5
1633,1
1634,3
1635,3
1636,3
1637,8
1638,5
1639,1
1640,9
1641,1
1642,5
1643,3
1644,1
1645,2
1646,1
1647,8
1648,1
1649,8
1650,0
1651,5
1652,8
1653,3
1654,3
1655,3
1656,1
1657,8
1658,5
1659,4
1660,0
1661,2
1662,1
1663,5
1664,4
1665,0
1666,10
1667,0
1668,1
1669,4
1670,9
1671,0
1672,7
1673,8
1674,9
1675,8
1676,3
1677,4
1678,5
1679,8
1680,8
1681,9
1682,4
1683,3
1684,5
1685,2
1686,8
1687,2
1688,8
1689,2
1690,2
1691,2
1692,2
1693,9
1694,5
1695,9
1696,8
1697,5
1698,9
1699,5
1700,4
1701,9
1702,5
1703,4
1704,4
1705,8
1706,3
1707,10
1708,2
1709,6
1710,4
1711,10
1712,5
1713,4
1714,4
1715,9
1716,3
1717,5
1718,9
1719,5
1720,9
1721,3
1722,4
1723,10
1724,9
1725,2
1726,0
1727,10
1728,1
1729,5
1730,8
1731,8
1732,1
1733,5
1734,0
1735,6
1736,3
1737,6
1738,3
1739,8
1740,5
1741,0
1742,9
1743,9
1744,3
1745,7
1746,8
1747,4
1748,9
1749,9
1750,3
1751,4
1752,3
1753,3
1754,3
1755,4
1756,3
1757,6
1758,5
1759,1
1760,2
1761,4
1762,9
1763,6
1764,1
1765,9
1766,2
1767,5
1768,0
1769,5
1770,5
1771,10
1772,6
1773,10
1774,3
1775,5
1776,10
1777,9
1778,1
1779,1
1780,1
1781,8
1782,2
1783,9
1784,9
1785,6
1786,2
1787,8
1788,4
1789,9
1790,8
1791,1
1792,9
1793,3
1794,4
1795,9
1796,5
1797,5
1798,5
1799,1
1800,1
1801,2
1802,4
1803,8
1804,6
1805,3
1806,9
1807,5
1808,9
1809,4
1810,7
1811,4
1812,5
1813,1
1814,10
1815,1
1816,5
1817,4
1818,1
1819,3
1820,9
1821,10
1822,9
1823,2
1824,1
1825,2
1826,8
1827,9
1828,8
1829,5
1830,5
1831,9
1832,4
1833,2
1834,0
1835,1
1836,3
1837,9
1838,1
1839,9
1840,4
1841,3
1842,2
1843,8
1844,5
1845,6
1846,2
1847,9
1848,3
1849,8
1850,2
1851,5
1852,1
1853,4
1854,7
1855,1
1856,6
1857,4
1858,1
1859,6
1860,8
1861,1
1862,0
1863,4
1864,8
1865,0
1866,5
1867,5
1868,1
1869,4
1870,1
1871,10
1872,6
1873,10
1874,4
1875,10
1876,8
1877,3
1878,4
1879,6
1880,3
1881,8
1882,8
1883,2
1884,4
1885,3
1886,0
1887,4
1888,8
1889,1
1890,9
1891,9
1892,9
1893,7
1894,3
1895,0
1896,8
1897,5
1898,0
1899,0
1900,0
1901,1
1902,3
1903,6
1904,8
1905,3
1906,4
1907,5
1908,3
1909,7
1910,10
1911,10
1912,3
1913,9
1914,4
1915,9
1916,6
1917,5
1918,8
1919,3
1920,8
1921,2
1922,10
1923,0
1924,3
1925,5
1926,10
1927,1
1928,2
1929,3
1930,4
1931,10
1932,0
1933,2
1934,5
1935,8
1936,10
1937,0
1938,3
1939,2
1940,6
1941,3
1942,4
1943,9
1944,0
1945,1
1946,3
1947,8
1948,10
1949,2
1950,1
1951,5
1952,10
1953,6
1954,8
1955,2
1956,0
1957,3
1958,9
1959,2
1960,9
1961,10
1962,3
1963,6
1964,8
1965,10
1966,5
1967,8
1968,7
1969,5
1970,7
1971,5
1972,3
1973,9
1974,6
1975,1
1976,9
1977,10
1978,7
1979,4
1980,2
1981,7
1982,2
1983,4
1984,7
1985,8
1986,3
1987,0
1988,7
1989,8
1990,3
1991,3
1992,10
1993,3
1994,5
1995,8
1996,2
1997,4
1998,9
1999,7
2000,5
2001,5
2002,5
2003,4
2004,4
2005,7
2006,3
2007,9
2008,3
2009,5
2010,1
2011,3
2012,7
2013,6
2014,6
2015,2
2016,3
2017,1
2018,9
2019,8
2020,6
2021,0
2022,9
2023,9
2024,0
2025,5
2026,4
2027,3
2028,4
2029,6
2030,4
2031,8
2032,3
2033,4
2034,0
2035,8
2036,5
2037,6
2038,4
2039,3
2040,3
2041,8
2042,3
2043,6
2044,5
2045,5
2046,5
2047,3
2048,2
2049,9
2050,0
2051,3
2052,7
2053,2
2054,9
2055,4
2056,0
2057,10
2058,2
2059,9
2060,10
2061,4
2062,10
2063,4
2064,10
2065,0
2066,2
2067,9
2068,3
2069,3
2070,1
2071,9
2072,5
2073,2
2074,4
2075,8
2076,8
2077,6
2078,9
2079,6
2080,1
2081,9
2082,5
2083,10
2084,9
2085,5
2086,9
2087,2
2088,7
2089,3
2090,10
2091,1
2092,3
2093,3
2094,5
2095,8
2096,0
2097,5
2098,3
2099,10
2100,2
2101,3
2102,0
2103,5
2104,9
2105,8
2106,5
2107,5
2108,3
2109,5
2110,5
2111,1
2112,1
2113,4
2114,5
2115,8
2116,7
2117,5
2118,10
2119,8
2120,9
2121,0
2122,9
2123,8
2124,5
2125,0
2126,5
2127,4
2128,6
2129,10
2130,6
2131,2
2132,9
2133,10
2134,9
2135,5
2136,8
2137,6
2138,6
2139,1
2140,2
2141,1
2142,8
2143,7
2144,6
2145,4
2146,4
2147,4
2148,4
2149,8
2150,1
2151,9
2152,8
2153,6
2154,0
2155,7
2156,10
2157,1
2158,5
2159,5
2160,7
2161,0
2162,3
2163,3
2164,10
2165,9
2166,2
2167,3
2168,6
2169,4
2170,10
2171,6
2172,3
2173,4
2174,2
2175,3
2176,5
2177,7
2178,3
2179,4
2180,3
2181,8
2182,2
2183,5
2184,9
2185,1
2186,10
2187,0
2188,4
2189,4
2190,10
2191,9
2192,5
2193,2
2194,2
2195,2
2196,9
2197,8
2198,4
2199,9
2200,3
2201,2
2202,4
2203,5
2204,4
2205,9
2206,5
2207,5
2208,0
2209,5
2210,2
2211,2
2212,3
2213,4
2214,2
2215,2
2216,10
2217,6
2218,10
2219,9
2220,2
2221,4
2222,0
2223,3
2224,2
2225,3
2226,2
2227,3
2228,10
2229,1
2230,3
2231,9
2232,6
2233,8
2234,6
2235,6
2236,10
2237,4
2238,7
2239,8
2240,10
2241,3
2242,2
2243,2
2244,9
2245,9
2246,2
2247,5
2248,5
2249,1
2250,2
2251,4
2252,6
2253,7
2254,2
2255,10
2256,1
2257,4
2258,5
2259,3
2260,3
2261,5
2262,4
2263,5
2264,10
2265,4
2266,10
2267,7
2268,8
2269,2
2270,8
2271,9
2272,10
2273,3
2274,8
2275,1
2276,1
2277,8
2278,10
2279,8
2280,5
2281,9
2282,3
2283,3
2284,4
2285,3
2286,1
2287,5
2288,9
2289,8
2290,2
2291,1
2292,10
2293,3
2294,0
2295,10
2296,7
2297,5
2298,8
2299,2
2300,4
2301,9
2302,8
2303,5
2304,9
2305,9
2306,8
2307,5
2308,10
2309,3
2310,5
2311,9
2312,5
2313,9
2314,2
2315,2
2316,8
2317,3
2318,9
2319,9
2320,2
2321,5
2322,5
2323,10
2324,9
2325,3
2326,5
2327,8
2328,3
2329,6
2330,5
2331,3
2332,4
2333,7
2334,4
2335,3
2336,9
2337,9
2338,1
2339,8
2340,10
2341,9
2342,2
2343,9
2344,5
2345,8
2346,8
2347,3
2348,5
2349,3
2350,8
2351,0
2352,7
2353,4
2354,0
2355,9
2356,4
2357,6
2358,1
2359,9
2360,8
2361,3
2362,3
2363,6
2364,3
2365,6
2366,5
2367,3
2368,10
2369,3
2370,2
2371,6
2372,4
2373,10
2374,2
2375,8
2376,2
2377,8
2378,10
2379,5
2380,9
2381,6
2382,6
2383,4
2384,10
2385,4
2386,5
2387,9
2388,3
2389,0
2390,4
2391,8
2392,4
2393,3
2394,10
2395,5
2396,3
2397,2
2398,5
2399,0
2400,5
2401,5
2402,9
2403,2
2404,3
2405,10
2406,9
2407,4
2408,6
2409,2
2410,10
2411,2
2412,8
2413,9
2414,8
2415,1
2416,8
2417,3
2418,3
2419,8
2420,5
2421,8
2422,2
2423,0
2424,9
2425,5
2426,10
2427,5
2428,4
2429,6
2430,2
2431,4
2432,8
2433,4
2434,5
2435,3
2436,4
2437,3
2438,9
2439,9
2440,8
2441,2
2442,8
2443,3
2444,4
2445,1
2446,5
2447,8
2448,0
2449,10
2450,6
2451,8
2452,6
2453,6
2454,4
2455,7
2456,2
2457,10
2458,8
2459,1
2460,10
2461,2
2462,3
2463,2
2464,7
2465,0
2466,9
2467,8
2468,1
2469,1
2470,9
2471,6
2472,4
2473,2
2474,8
2475,3
2476,3
2477,10
2478,10
2479,8
2480,4
2481,2
2482,9
2483,9
2484,10
2485,7
2486,10
2487,1
2488,1
2489,6
2490,9
2491,9
2492,8
2493,5
2494,1
2495,5
2496,9
2497,8
2498,4
2499,1
2500,4
2501,8
2502,5
2503,2
2504,3
2505,9
2506,1
2507,6
2508,3
2509,10
2510,2
2511,1
2512,3
2513,4
2514,9
2515,9
2516,4
2517,5
2518,6
2519,2
2520,10
2521,2
2522,8
2523,4
2524,9
2525,8
2526,9
2527,8
2528,8
2529,8
2530,2
2531,9
2532,9
2533,5
2534,10
2535,4
2536,3
2537,8
2538,9
2539,8
2540,3
2541,2
2542,9
2543,2
2544,3
2545,9
2546,4
2547,8
2548,9
2549,10
2550,10
2551,9
2552,8
2553,5
2554,8
2555,5
2556,1
2557,10
2558,3
2559,3
2560,9
2561,2
2562,0
2563,8
2564,9
2565,8
2566,9
2567,5
2568,2
2569,2
2570,9
2571,3
2572,2
2573,5
2574,9
2575,9
2576,10
2577,2
2578,9
2579,2
2580,10
2581,3
2582,9
2583,9
2584,6
2585,0
2586,1
2587,4
2588,3
2589,1
2590,0
2591,6
2592,1
2593,5
2594,5
2595,10
2596,8
2597,1
2598,3
2599,8
2600,10
2601,7
2602,3
2603,4
2604,3
2605,9
2606,8
2607,6
2608,9
2609,5
2610,4
2611,2
2612,3
2613,8
2614,8
2615,5
2616,3
2617,5
2618,2
2619,3
2620,3
2621,6
2622,5
2623,9
2624,1
2625,9
2626,9
2627,9
2628,3
2629,2
2630,1
2631,9
2632,10
2633,2
2634,5
2635,7
2636,9
2637,7
2638,4
2639,10
2640,2
2641,2
2642,8
2643,4
2644,8
2645,6
2646,8
2647,5
2648,1
2649,5
2650,5
2651,8
2652,7
2653,1
2654,10
2655,5
2656,2
2657,8
2658,1
2659,9
2660,3
2661,7
2662,6
2663,1
2664,4
2665,2
2666,5
2667,10
2668,9
2669,7
2670,9
2671,1
2672,6
2673,2
2674,3
2675,5
2676,9
2677,3
2678,4
2679,0
2680,4
2681,3
2682,10
2683,8
2684,9
2685,0
2686,0
2687,2
2688,5
2689,1
2690,9
2691,5
2692,1
2693,6
2694,9
2695,9
2696,5
2697,2
2698,5
2699,10
2700,6
2701,2
2702,8
2703,3
2704,10
2705,9
2706,3
2707,9
2708,10
2709,2
2710,9
2711,4
2712,4
2713,0
2714,8
2715,9
2716,8
2717,0
2718,0
2719,4
2720,9
2721,10
2722,8
2723,7
2724,2
2725,9
2726,3
2727,2
2728,1
2729,8
2730,3
2731,4
2732,2
2733,3
2734,9
2735,9
2736,0
2737,10
2738,9
2739,2
2740,3
2741,7
2742,9
2743,5
2744,7
2745,1
2746,0
2747,2
2748,10
2749,8
2750,9
2751,3
2752,8
2753,8
2754,5
2755,9
2756,9
2757,5
2758,2
2759,0
2760,1
2761,3
2762,4
2763,3
2764,2
2765,2
2766,6
2767,4
2768,10
2769,3
2770,6
2771,3
2772,5
2773,8
2774,0
2775,3
2776,5
2777,4
2778,1
2779,5
2780,5
2781,3
2782,9
2783,8
2784,5
2785,9
2786,5
2787,9
2788,6
2789,5
2790,8
2791,0
2792,10
2793,8
2794,4
2795,8
2796,4
2797,9
2798,8
2799,9
2800,0
2801,2
2802,3
2803,3
2804,4
2805,6
2806,10
2807,10
2808,5
2809,9
2810,9
2811,10
2812,8
2813,8
2814,10
2815,10
2816,9
2817,8
2818,3
2819,8
2820,9
2821,5
2822,1
2823,5
2824,9
2825,4
2826,0
2827,4
2828,1
2829,8
2830,5
2831,9
2832,2
2833,3
2834,5
2835,0
2836,2
2837,4
2838,5
2839,2
2840,2
2841,8
2842,9
2843,7
2844,9
2845,8
2846,0
2847,3
2848,5
2849,5
2850,2
2851,0
2852,4
2853,2
2854,4
2855,8
2856,10
2857,8
2858,8
2859,9
2860,9
2861,9
2862,9
2863,4
2864,3
2865,5
2866,10
2867,9
2868,6
2869,5
2870,5
2871,8
2872,5
2873,8
2874,3
2875,3
2876,8
2877,9
2878,0
2879,3
2880,3
2881,3
2882,6
2883,8
2884,9
2885,9
2886,3
2887,9
2888,10
2889,9
2890,10
2891,8
2892,1
2893,0
2894,2
2895,2
2896,9
2897,8
2898,9
2899,1
2900,9
2901,3
2902,8
2903,3
2904,9
2905,9
2906,4
2907,10
2908,5
2909,5
2910,3
2911,0
2912,4
2913,8
2914,9
2915,8
2916,2
2917,7
2918,10
2919,1
2920,3
2921,3
2922,5
2923,9
2924,2
2925,8
2926,3
2927,0
2928,4
2929,5
2930,6
2931,3
2932,10
2933,9
2934,9
2935,8
2936,6
2937,4
2938,0
2939,8
2940,1
2941,3
2942,5
2943,1
2944,8
2945,6
2946,9
2947,4
2948,9
2949,9
2950,8
2951,0
2952,3
2953,3
2954,6
2955,0
2956,8
2957,10
2958,3
2959,2
2960,4
2961,2
2962,9
2963,9
2964,3
2965,3
2966,3
2967,4
2968,9
2969,2
2970,10
2971,4
2972,9
2973,4
2974,5
2975,5
2976,8
2977,9
2978,10
2979,5
2980,8
2981,3
2982,6
2983,8
2984,7
2985,1
2986,2
2987,5
2988,7
2989,9
2990,10
2991,5
2992,5
2993,7
2994,9
2995,9
2996,3
