Id,Predicted
173,3.7188203
174,5.1357613
175,4.401065
176,5.165031
177,5.5405827
178,4.5305657
179,4.670488
180,6.3521953
181,4.4375887
182,4.1233497
183,5.2777567
184,5.697195
185,5.5492687
186,4.6994066
187,4.5048137
188,6.1909556
189,5.9295816
190,5.7632565
191,4.584496
192,4.7706084
193,6.426111
194,4.8442636
195,4.578858
196,4.362298
197,7.282674
198,7.2102523
199,5.532249
200,7.339558
201,3.7761798
202,9.954731
203,3.867523
204,7.2769527
205,6.2858644
206,5.3510914
207,9.296568
208,7.022874
209,5.0701365
210,6.3102765
211,5.4879255
212,6.041434
213,5.457062
214,4.951071
215,4.9909606
216,6.2533565
217,6.4210095
218,5.7484984
219,9.233627
220,6.055245
221,6.6610994
222,4.5419154
223,6.216222
224,6.681426
225,7.788838
226,4.0991144
227,6.351709
228,5.458549
229,5.4190645
230,5.299326
231,4.6726336
232,5.840259
233,6.2868214
234,7.79046
235,4.307558
236,6.1783133
237,4.4422827
238,4.951482
239,4.556459
240,8.382544
241,4.7554064
242,6.4309406
243,5.4833508
244,5.1457195
245,6.382985
246,6.253264
247,5.9272885
248,4.9878583
249,7.54149
250,4.489241
251,5.443364
252,5.115152
253,4.705278
254,4.830282
255,6.203502
256,4.983325
257,8.384501
258,6.2481704
259,6.3381915
260,7.418599
261,4.66916
262,5.86579
263,4.882681
264,6.3138328
265,3.385065
266,6.5490074
267,5.0675316
268,7.1308074
269,4.3181405
270,4.701291
271,6.90237
272,6.2164125
273,3.9819212
274,5.7230873
275,6.6886387
276,6.104136
277,5.4028177
278,5.1525917
279,5.7625957
280,4.6824837
281,8.726124
282,6.1690564
283,5.830683
284,5.3399415
285,4.1250105
286,5.5091085
287,6.9352803
288,5.5887947
289,6.893599
290,4.337624
291,7.019258
292,5.1735024
293,5.134294
294,5.279
295,6.801423
296,4.419976
297,9.010714
298,3.9401205
299,5.49412
300,4.7865887
301,4.3719645
302,7.602506
303,5.3495026
304,5.595421
305,5.794879
306,6.7907515
307,4.9640064
308,4.9904017
309,5.237042
310,7.089996
311,7.0590687
312,4.860342
313,4.542563
314,5.0159483
315,4.74847
316,5.247531
317,5.9113207
318,6.5777035
319,4.707724
320,5.3703465
321,6.033858
322,4.0762362
323,7.0625534
324,5.163444
325,4.2824154
326,5.632536
327,10.8553295
328,4.877404
329,4.167012
330,6.1249523
331,4.840663
332,4.9981346
333,9.656284
334,6.2636795
335,4.9537506
336,6.4598827
337,6.455878
338,8.05756
339,5.539074
340,6.2659235
341,5.491803
342,7.309783
343,6.4018235
344,5.589454
345,5.7812867
346,6.619021
347,5.234523
348,5.0852065
349,6.40421
350,9.762873
351,6.091031
352,7.9960704
353,4.8764186
354,10.095914
355,4.1903424
356,4.8361506
357,6.158416
358,4.4891577
359,4.5243583
360,8.143086
361,5.6668515
362,5.201468
363,4.5684023
364,4.408
365,6.309886
366,7.754321
367,5.406343
368,4.9839063
369,5.2035728
370,6.9453626
371,4.13408
372,5.2293167
373,6.389588
374,5.7204027
375,5.5899262
376,8.658775
377,5.2717495
378,5.351013
379,8.18997
380,5.5931363
381,5.507623
382,5.30336
383,5.6336517
384,7.270728
385,5.7076406
386,5.6045504
387,6.795041
388,6.503781
389,4.815788
390,8.938845
391,7.959521
392,7.2827053
393,6.4273915
394,4.7840357
395,4.74966
396,4.506983
397,10.875665
398,5.290916
399,4.212935
400,4.7044916
401,7.9597
402,5.3524213
403,5.1617584
404,6.226952
405,7.6919885
406,4.9657984
407,4.470858
408,5.15442
409,6.185343
410,6.1401925
411,4.855221
412,4.5848403
413,5.2575793
414,4.384343
415,6.815146
416,4.679588
417,4.387704
418,7.599576
419,6.81903
420,8.181831
421,7.3736725
422,6.5672493
423,5.873785
424,8.860862
425,5.353934
426,8.627055
427,6.1631384
428,5.734168
429,5.052451
430,5.8179727
431,5.665969
432,5.594556
433,5.722855
434,5.7699885
435,3.24595
436,7.4077406
437,6.5255594
438,4.810342
439,4.696446
440,4.9540434
441,5.7134585
442,3.8303611
443,6.6996465
444,8.403166
445,8.378504
446,7.0997734
447,7.072346
448,4.9772844
449,8.596099
450,4.378273
451,6.1353626
452,4.790211
453,4.7411036
454,6.1475635
455,6.344665
456,8.62399
457,7.750793
458,4.8328276
459,3.9607358
460,5.38705
461,4.8158345
462,5.0941668
463,4.9374804
464,4.50346
465,6.94581
466,5.9154906
467,6.7998853
468,5.8289313
469,5.495277
470,6.143196
471,3.9101436
472,7.019339
473,5.7715864
474,4.822796
475,4.467182
476,5.5845256
477,5.2409897
478,4.3051653
479,3.9645717
480,4.553344
481,7.221944
482,5.4136496
483,4.6994834
484,5.521773
485,5.2541428
486,5.5094748
487,4.9539094
488,6.229761
489,5.2749724
490,4.8740525
491,5.7421503
492,5.9107533
493,4.8105454
494,7.090244
495,7.5816646
496,5.340179
497,5.253469
498,6.838387
499,5.482793
500,5.071046
501,4.447687
502,4.515202
503,6.954869
504,4.084005
505,4.876061
506,4.808703
507,4.8621063
508,6.063987
509,4.921559
510,5.597775
511,5.084974
512,5.1922846
513,4.3092823
514,5.9288616
515,5.4069033
516,6.2734294
517,5.298188
518,5.2614226
519,4.2947516
520,5.1401258
521,8.397607
522,4.938976
523,5.9429593
524,4.268632
525,6.3008213
526,6.7734566
527,7.890807
528,4.963813
529,6.719731
530,4.420741
531,3.9861107
532,4.259597
533,3.8703482
534,4.4590244
535,5.129538
536,6.689314
537,4.08455
538,6.96663
539,4.5642757
540,6.4265323
541,4.258892
542,8.333005
543,6.2947907
544,5.0350356
545,8.30653
546,5.959047
547,5.5966296
548,5.274392
549,6.584823
550,5.8246603
551,7.2823057
552,7.778502
553,4.9259586
554,5.045119
555,4.2993407
556,5.5869794
557,6.3623266
558,6.1578617
559,6.641525
560,5.5483828
561,5.2769217
562,4.582995
563,6.052245
564,4.4303627
565,7.768944
566,6.0876026
567,4.5832295
568,6.4591274
569,5.210333
570,4.9259663
571,5.274068
572,4.252247
573,5.080332
574,7.3994412
575,8.768717
576,5.47039
577,7.3772755
578,4.3801513
579,6.0873694
580,7.2776875
581,6.8576293
582,5.8320165
583,5.7003593
584,4.8767138
585,6.851116
586,5.083629
587,6.0282283
588,4.4968543
589,4.1781573
590,7.016999
591,5.476887
592,8.038165
593,5.2221437
594,4.4712763
595,5.668909
596,6.239786
597,6.3016796
598,5.473887
599,5.5788603
600,5.0447273
601,5.4607534
602,7.046812
603,6.291919
604,7.927035
605,5.612723
606,7.362423
607,3.168042
608,5.504126
609,5.1248355
610,4.35997
611,4.885881
612,5.22266
613,6.4692016
614,4.097034
615,4.39723
616,5.565
617,4.6673923
618,5.2122445
619,7.261003
620,8.052615
621,4.045921
622,5.8022094
623,4.6716805
624,4.6634736
625,10.508861
626,5.655503
627,5.300243
628,7.9980083
629,5.4038424
630,5.1750784
631,5.3711505
632,11.118985
633,7.359321
634,4.705374
635,5.060906
636,4.4788184
637,7.013887
638,8.78485
639,7.106135
640,5.288472
641,6.0056233
642,5.8613734
643,8.356461
644,4.712852
645,7.9699435
646,5.991301
647,4.190003
648,6.3986278
649,6.2203693
650,6.058449
651,4.697595
652,4.8325787
653,5.363703
654,4.156792
655,7.721672
656,4.9255767
657,5.895378
658,3.9181263
659,6.785807
660,5.8986783
661,5.3433194
662,5.637016
663,7.2002406
664,9.732687
665,6.295671
666,5.6973047
667,7.594286
668,4.1275096
669,9.567007
670,5.578463
671,4.51434
672,5.43829
673,6.103645
674,7.0925074
675,6.1072936
676,5.6713696
677,5.5606856
678,4.784169
679,3.9319725
680,7.5896497
681,4.9218993
682,5.5256476
683,5.9516983
684,5.595575
685,6.011606
686,6.72148
687,5.981222
688,6.560159
689,4.959883
690,4.233313
691,5.294869
692,5.089238
693,6.864897
694,4.360426
695,5.0468407
696,4.2236223
697,9.195775
698,7.2218475
699,7.2378254
700,4.9608097
701,5.9809604
702,4.515379
703,4.8524446
704,7.057054
705,4.785219
706,4.057653
707,5.040784
708,8.0991745
709,6.012633
710,4.179276
711,7.5828047
712,6.6864934
713,4.989052
714,4.9496536
715,8.020564
716,5.8375087
717,8.60463
718,6.810834
719,5.2469473
720,5.151079
721,7.7951846
722,6.4131384
723,5.1375666
724,9.33244
725,6.8204007
726,7.8800974
727,5.1740265
728,6.6596174
729,8.172453
730,4.4406824
731,4.773501
732,5.4077973
733,5.9265833
734,5.903642
735,5.0703096
736,7.185604
737,7.4983397
738,6.8915706
739,4.6347713
740,4.652554
741,5.93713
742,5.0955315
743,8.592143
744,5.9036245
745,6.59245
746,4.9557977
747,5.9480395
748,6.503986
749,6.7441
750,6.2424097
751,5.061892
752,5.976513
753,5.028984
754,6.165584
755,5.9430923
756,4.221614
757,8.822073
758,4.42142
759,4.778896
760,6.004377
761,5.212141
762,4.297648
763,7.199022
764,7.058966
765,5.9533753
766,6.3696404
767,6.3883533
768,6.7075415
769,6.0776167
770,7.54471
771,7.315785
772,6.530079
773,7.787474
774,5.3018804
775,4.726614
776,8.557926
777,7.69293
778,5.579791
779,5.767798
780,6.5442133
781,6.525533
782,4.5322165
783,6.973076
784,6.1560736
785,4.7961345
786,5.1103
787,9.537387
788,5.1986313
789,6.274261
790,6.313971
791,6.1357665
792,5.460164
793,4.338258
794,5.8585267
795,3.687066
796,5.4947853
797,6.9979153
798,5.397153
799,6.837573
800,7.1458983
801,5.8023643
802,4.4748836
803,4.9922814
804,5.3468647
805,6.7005754
806,5.1509295
807,3.8756855
808,4.9657974
809,4.687016
810,5.0376225
811,6.515961
812,5.5649204
813,11.267948
814,5.605408
815,4.686512
816,4.655522
817,5.1979985
818,5.213415
819,5.7956796
820,5.0742097
821,4.7637663
822,9.2781515
823,7.671699
824,7.388599
825,6.4480696
826,10.232182
827,4.2402396
828,4.4394073
829,6.92325
830,5.3771777
831,5.5395613
832,4.776076
833,5.9358344
834,5.6355247
835,5.2653995
836,5.0230823
837,6.467216
838,4.755236
839,4.5649366
840,4.5360236
841,4.599174
842,5.612574
843,4.371289
844,6.2941527
845,3.6978605
846,9.296816
847,6.6546016
848,6.1810093
849,4.315963
850,4.4197283
851,5.2138643
852,6.0358005
853,6.5788093
854,4.735855
855,7.1126714
856,4.909325
857,6.55081
858,5.8972945
859,7.2004557
860,7.10204
861,4.298855
862,4.8007627
863,12.468559
864,5.0412703
865,6.286322
866,5.2183013
867,4.5053983
868,5.777604
869,5.9506445
870,8.232006
871,8.464303
872,5.8213162
873,5.244941
874,4.6607356
875,4.7609677
876,4.8126774
877,5.2018933
878,5.931121
879,5.0585423
880,5.043962
881,4.9485087
882,7.128118
883,3.7675636
884,3.8696835
885,8.166333
886,6.214669
887,9.599314
888,5.209196
889,4.959532
890,5.28074
891,6.2622437
892,6.4599447
893,6.081626
894,4.689596
895,10.72724
896,4.228563
897,5.5373898
898,8.458664
899,6.766859
900,4.8750267
901,4.9726796
902,5.0915847
903,7.1644635
904,4.08074
905,4.607702
906,5.7032523
907,6.4082303
908,8.13711
909,9.343828
910,5.3664327
911,7.3608723
912,4.8460464
913,5.5998635
914,5.281071
915,4.737622
916,7.906856
917,5.653456
918,5.1332827
919,6.5014524
920,8.160111
921,9.355348
922,5.9933457
923,4.4848614
924,6.0669823
925,5.091354
926,5.187372
927,4.9322405
928,7.3479767
929,6.492323
930,6.136779
931,6.5200005
932,6.0895815
933,6.049005
934,5.041933
935,6.8874755
936,4.360462
937,3.9794858
938,5.767005
939,5.595913
940,6.283348
941,6.8786097
942,7.2876434
943,7.733017
944,5.6528716
945,6.893483
946,7.7006855
947,5.1987762
948,5.7417235
949,5.133661
950,5.121952
951,4.5193334
952,3.9485989
953,6.5361466
954,6.2937164
955,8.164888
956,7.127048
957,3.956813
958,5.4129443
959,5.107189
960,5.467981
961,8.128473
962,5.1062975
963,4.4565086
964,5.3266196
965,4.5136747
966,9.226386
967,5.3680034
968,7.41712
969,8.078199
970,5.4301605
971,6.7556214
972,5.4613442
973,4.834524
974,5.1770167
975,5.067058
976,7.2592673
977,6.6275606
978,5.240983
979,4.5452466
980,4.390439
981,5.44641
982,5.1909685
983,8.197906
984,4.2621355
985,6.553292
986,5.501558
987,5.2493405
988,5.088072
989,5.474764
990,4.857229
991,4.3131437
992,6.3966804
993,5.3080792
994,5.1100698
995,4.4166694
996,5.4958487
997,4.088646
998,7.4371934
999,5.7710953
1000,4.9638515
1001,6.355322
1002,7.341928
1003,5.4080505
1004,5.2082624
1005,5.2662735
1006,4.4405174
1007,5.3355074
1008,5.047425
1009,4.1645427
1010,7.022679
1011,6.3320384
1012,6.306365
1013,6.1070848
1014,4.7288923
1015,4.0213118
1016,5.201688
1017,4.3704557
1018,4.277367
1019,4.4715962
1020,4.7041454
1021,6.4209366
1022,5.8653326
1023,3.3955424
1024,5.3126316
1025,7.854998
1026,4.9654493
1027,6.094713
1028,5.8808455
1029,4.4761515
1030,5.0424027
1031,4.8751307
1032,4.832413
1033,5.817963
1034,6.753854
1035,6.092645
1036,5.1051326
1037,6.9963803
1038,4.8634872
1039,4.8955135
1040,4.6394086
1041,8.037228
1042,7.1353645
1043,7.038812
1044,4.684125
1045,7.723879
1046,6.210874
1047,5.955073
1048,6.267537
1049,5.503371
1050,4.256007
1051,4.0347238
1052,5.6208687
1053,4.8061347
1054,6.2853575
1055,3.6722753
1056,4.635319
1057,4.7127156
1058,4.795736
1059,5.116027
1060,5.090879
1061,7.486672
1062,4.104775
1063,6.3999124
1064,4.5158377
1065,5.4342623
1066,7.373155
1067,5.0095463
1068,5.836104
1069,8.724814
1070,5.0121346
1071,5.4613285
1072,5.1423616
1073,6.5771885
1074,5.7193418
1075,4.143792
1076,8.574145
1077,4.648352
1078,4.810829
1079,5.6569114
1080,4.960748
1081,5.5257444
1082,4.6633205
1083,4.5463467
1084,6.172166
1085,4.3832593
1086,4.1493373
1087,4.295316
1088,5.0654955
1089,12.135307
1090,7.200544
1091,6.2702646
1092,6.3478937
1093,5.9780226
1094,4.9892006
1095,5.722797
1096,3.8072643
1097,8.214968
1098,3.935712
1099,4.432546
1100,4.9928784
1101,4.9762907
1102,6.237169
1103,4.165129
1104,6.0709667
1105,5.272163
1106,6.023022
1107,5.136205
1108,6.827202
1109,4.1786
1110,5.486395
1111,6.309718
1112,4.847504
1113,4.903241
1114,5.5924563
1115,6.264244
1116,6.5716376
1117,6.548961
1118,5.968614
1119,4.7679024
1120,4.716088
1121,4.959175
1122,4.796866
1123,5.250627
1124,7.2564473
1125,7.5696864
1126,9.651239
1127,5.207814
1128,7.0630445
1129,6.4955974
1130,8.582311
1131,11.813228
1132,4.479571
1133,4.5107913
1134,4.653316
1135,5.1740856
1136,5.911648
1137,4.625143
1138,5.0246263
1139,4.876348
1140,4.760897
1141,5.5451727
1142,4.7493296
1143,6.174929
1144,5.6160364
1145,7.0010204
1146,5.392578
1147,5.033931
1148,5.538873
1149,6.3861775
1150,4.132302
1151,4.7655325
1152,8.904735
1153,5.648668
1154,4.5839157
1155,6.1905665
1156,5.03461
1157,5.081405
1158,3.7106268
1159,4.9673343
1160,4.6113
1161,5.5971212
1162,5.050724
1163,6.382343
1164,4.5083885
1165,10.011095
1166,4.905204
1167,5.569034
1168,4.6241627
1169,3.2277732
1170,6.8860393
1171,5.1270323
1172,5.070488
1173,5.5928555
1174,4.585138
1175,5.4372916
1176,4.715196
1177,5.578472
1178,6.146906
1179,4.4412384
1180,6.228178
1181,8.394266
1182,5.4119573
1183,8.890208
1184,6.8102107
1185,4.5461626
1186,5.758259
1187,5.2822704
1188,5.606383
1189,5.9171963
1190,5.4045324
1191,4.443498
1192,6.139315
1193,5.4225044
1194,6.8558226
1195,4.648894
1196,5.371889
1197,5.0440807
1198,3.9508827
1199,4.6200747
1200,6.2233844
1201,6.548607
1202,5.6548533
1203,6.6653624
1204,6.086267
1205,8.964057
1206,4.8914547
1207,5.8200927
1208,6.5948305
1209,7.459567
1210,5.1553802
1211,4.42923
1212,6.850216
1213,6.1492033
1214,7.338099
1215,4.1346116
1216,6.107937
1217,6.4841
1218,4.531166
1219,5.1584306
1220,4.182261
1221,7.5894313
1222,4.6581306
1223,5.467714
1224,5.738499
1225,4.6931405
1226,6.2767344
1227,4.916556
1228,6.046561
1229,5.775029
1230,5.216752
1231,7.2096567
1232,5.9436107
1233,5.4366527
1234,4.24664
1235,4.7905645
1236,5.840891
1237,7.569175
1238,5.9890723
1239,4.3920026
1240,6.812206
1241,5.438879
1242,5.7558827
1243,3.9361997
1244,8.810204
1245,9.163921
1246,6.651432
1247,5.8430924
1248,5.294331
1249,5.3006954
1250,8.521525
1251,5.663318
1252,8.783844
1253,6.452504
1254,4.2204676
1255,5.811672
1256,5.358895
1257,5.678484
1258,5.511788
1259,8.062618
1260,10.6046295
1261,4.847358
1262,8.92333
1263,5.7682896
1264,5.133502
1265,5.01264
1266,7.7374954
1267,4.627583
1268,4.868734
1269,6.3247476
1270,8.148823
1271,5.5963116
1272,9.067276
1273,5.56736
1274,4.6345177
1275,3.634422
1276,5.8258967
1277,6.5894246
1278,4.205273
1279,7.2735634
1280,8.227654
1281,5.21142
1282,4.8314047
1283,5.2883368
1284,6.2571397
1285,8.502458
1286,5.2541156
1287,5.7160025
1288,4.0361557
1289,4.6492295
1290,5.2792444
1291,5.9134073
1292,4.092149
1293,5.0974584
1294,7.5341268
1295,4.963135
1296,4.492391
1297,5.4176297
1298,5.3832726
1299,3.8021688
1300,3.9629219
1301,6.0359135
1302,6.4485316
1303,3.822772
1304,4.4124746
1305,4.745606
1306,6.94702
1307,4.7595215
1308,4.5904436
1309,5.7935767
1310,6.839472
1311,6.211914
1312,4.576479
1313,5.8234296
1314,5.4796915
1315,6.235181
1316,6.2806873
1317,4.7282434
1318,6.2173376
1319,7.705431
1320,5.304815
1321,6.4718924
1322,3.9271612
1323,7.2117453
1324,7.248765
1325,5.7153926
1326,6.09109
1327,5.3740873
1328,4.4576416
1329,4.73448
1330,4.5284004
1331,5.3484564
1332,5.9552736
1333,5.574341
1334,4.0328274
1335,4.047441
1336,6.1885686
1337,6.0876107
1338,5.345657
1339,4.790133
1340,8.944052
1341,4.3293552
1342,6.89163
1343,5.781253
1344,4.153077
1345,7.570254
1346,5.632809
1347,4.5436807
1348,5.2043014
1349,5.2776437
1350,6.340048
1351,4.559704
1352,8.143799
1353,4.9719152
1354,6.133702
1355,7.18312
1356,4.5378885
1357,6.010027
1358,8.161431
1359,6.2319694
1360,4.055013
1361,8.88276
1362,5.7327185
1363,7.9122176
1364,7.42536
1365,5.148916
1366,5.4612327
1367,5.3138947
1368,5.7560577
1369,5.308689
1370,3.7466676
1371,4.1925035
1372,3.4292626
1373,6.7124867
1374,4.7293086
1375,6.066056
1376,4.969591
1377,4.4304023
1378,5.9105253
1379,5.061402
1380,7.555404
1381,5.4118876
1382,5.784661
1383,4.6970935
1384,5.661261
1385,4.749686
1386,6.529285
1387,7.1588154
1388,4.235569
1389,6.6706376
1390,6.332209
1391,4.922813
1392,4.454677
1393,5.025057
1394,6.5299397
1395,4.532923
1396,4.59867
1397,5.0795374
1398,5.310655
1399,4.1779075
1400,3.4386864
1401,5.701397
1402,3.4598022
1403,5.6263433
1404,5.2312036
1405,4.7071223
1406,6.4776115
1407,7.724978
1408,5.4743376
1409,4.915163
1410,6.243685
1411,5.3424506
1412,4.744265
1413,5.727852
1414,6.3392663
1415,4.569987
1416,4.225972
1417,6.1503415
1418,5.5627055
1419,4.903715
1420,5.528258
1421,7.2330146
1422,7.3336124
1423,6.688825
1424,9.368314
1425,9.437288
1426,6.0465074
1427,5.040477
1428,6.255828
1429,8.38809
1430,4.4537773
1431,5.4529047
1432,4.9375334
1433,7.015738
1434,4.659026
1435,3.9498966
1436,7.8778505
1437,6.0941825
1438,5.39853
1439,5.454383
1440,5.786621
1441,6.3978353
1442,4.522891
1443,4.5857635
1444,7.488904
1445,4.7327228
1446,3.831265
1447,5.506945
1448,5.234952
1449,7.1873436
1450,6.1886578
1451,7.346378
1452,5.5188394
1453,4.933853
1454,5.832575
1455,4.3319025
1456,4.741704
1457,5.6706076
1458,5.3295727
1459,4.9755273
1460,4.035876
1461,6.7227225
1462,5.254668
1463,5.9535
1464,5.2518625
1465,4.7380457
1466,4.613839
1467,5.2303877
1468,4.2526526
1469,5.359005
1470,5.307957
1471,6.2842736
1472,3.9311287
1473,5.6027946
1474,4.4352446
1475,5.779149
1476,5.5964684
1477,6.670569
1478,6.662224
1479,5.8427753
1480,4.9720826
1481,4.244408
1482,6.192176
1483,5.8930664
1484,5.7402086
1485,5.998034
1486,5.127039
1487,4.9797797
1488,3.9163845
1489,5.4876914
1490,6.7038145
1491,4.4871993
1492,3.9046786
1493,4.4645133
1494,6.0706253
1495,4.32358
1496,5.4073324
1497,7.422041
1498,5.290699
1499,6.5440454
1500,5.692185
1501,4.745366
1502,4.3414106
1503,4.7223115
1504,5.913422
1505,4.8965526
1506,7.865911
1507,5.491402
1508,4.618004
1509,4.7928033
1510,5.072894
1511,6.7463093
1512,4.495425
1513,5.556056
1514,4.7394075
1515,6.9882183
1516,4.5669665
1517,5.5227532
1518,5.710046
1519,6.6570406
1520,6.1401124
1521,5.3915586
1522,5.8162613
1523,4.729964
1524,5.3607655
1525,4.6091185
1526,8.614408
1527,4.7942863
1528,4.8456445
1529,5.3222013
1530,4.487542
1531,5.9582
1532,5.299778
1533,4.193608
1534,5.467983
1535,5.7370934
1536,5.264005
1537,6.321636
1538,5.999334
1539,6.762997
1540,4.316135
1541,6.008088
1542,4.802516
1543,5.134559
1544,7.8435493
1545,6.328776
1546,4.649547
1547,4.403529
1548,6.966117
1549,5.7748914
1550,6.9001613
1551,5.0413938
1552,5.9100237
1553,5.4074626
1554,4.445777
1555,5.440517
1556,4.9084706
1557,5.750263
1558,6.082214
1559,6.7222705
1560,5.4456873
1561,5.284719
1562,6.0487003
1563,5.250833
1564,5.564953
1565,6.052177
1566,3.810917
1567,5.153352
1568,5.6605415
1569,3.323079
1570,5.4571767
1571,4.8294287
1572,4.893772
1573,4.5053906
1574,5.3568983
1575,5.88352
1576,5.452946
1577,4.36217
1578,5.462548
1579,4.646924
1580,5.0045505
1581,6.310211
1582,6.164142
1583,5.0761023
1584,5.5976315
1585,7.3432946
1586,6.4411817
1587,4.063959
1588,5.2652464
1589,5.3649163
1590,4.8324184
1591,7.02008
1592,4.086228
1593,5.347278
1594,5.8347974
1595,5.7796016
1596,4.916466
1597,6.021614
1598,7.139993
1599,14.350354
1600,4.630598
1601,8.338354
1602,5.1961074
1603,4.8589644
1604,4.903609
1605,4.6774163
1606,5.913927
1607,6.090704
1608,4.4708767
1609,5.7459197
1610,7.626744
1611,7.4236245
1612,3.9901786
1613,4.9846945
1614,6.7819047
1615,5.2938876
1616,6.481902
1617,5.964386
1618,8.376727
1619,4.5231447
1620,4.8007617
1621,4.7434273
1622,5.33245
1623,4.791464
1624,6.522288
1625,6.06673
1626,4.559164
1627,10.1447115
1628,5.9505534
1629,4.6506834
1630,5.6156626
1631,4.972052
1632,6.770737
1633,5.878538
1634,8.903953
1635,5.7835517
1636,7.14743
1637,6.2203674
1638,5.401368
1639,5.2100496
1640,4.335632
1641,5.072929
1642,5.7998652
1643,4.889514
1644,5.4184628
1645,9.452941
1646,4.680665
1647,6.98869
1648,4.4588842
1649,4.907999
1650,4.7908764
1651,8.2129
1652,5.280022
1653,6.4150414
1654,5.314619
1655,5.7652
1656,5.9525604
1657,4.9261565
1658,4.9276843
1659,5.5080304
1660,4.997689
1661,6.1766357
1662,4.2436705
1663,7.4858837
1664,5.041997
1665,5.952745
1666,4.966284
1667,4.5500655
1668,4.006407
1669,5.0163937
1670,4.105743
1671,7.8306007
1672,4.104471
1673,4.31705
1674,5.089712
1675,4.9514337
1676,9.302432
1677,5.5834312
1678,5.395119
1679,11.438196
1680,10.736943
1681,4.721703
1682,8.86064
1683,4.55531
1684,4.67345
1685,5.2215004
1686,5.268912
1687,8.545532
1688,6.478403
1689,6.375172
1690,4.975307
1691,8.3442955
1692,4.7472363
1693,5.592842
1694,5.9632397
1695,7.1029034
1696,7.4130254
1697,5.004184
1698,6.2049117
1699,11.581975
1700,7.2710795
1701,5.092276
1702,5.3977776
1703,6.378207
1704,6.3050146
1705,5.5709596
1706,3.5840683
1707,5.8291216
1708,10.1298895
1709,7.7365475
1710,7.9009395
1711,7.422332
1712,5.7504077
1713,7.1794505
1714,6.106669
1715,5.1589775
1716,4.21343
1717,6.232252
1718,4.957427
1719,4.7488284
1720,6.665379
1721,4.8369308
1722,4.1615205
1723,5.5394297
1724,7.623955
1725,15.173296
1726,5.841215
1727,5.6017685
1728,5.975898
1729,5.4591427
1730,5.8883247
1731,6.6120677
1732,4.1993
1733,5.524128
1734,6.270703
1735,5.752889
1736,4.141845
1737,4.920605
1738,5.0235
1739,4.1291456
1740,6.245395
1741,4.8937197
1742,5.9396024
1743,5.026104
1744,5.235363
1745,9.906182
1746,7.5228906
1747,4.384533
1748,8.375296
1749,7.0897765
1750,5.6867642
1751,6.2919717
1752,4.9742765
1753,5.837425
1754,4.904707
1755,7.810171
1756,4.0277705
1757,7.1123285
1758,6.077067
1759,4.977869
1760,4.397134
1761,3.845219
1762,4.5480275
1763,5.3078694
1764,6.7325225
1765,5.875819
