id,label
1090,0
1091,0
1092,9
1093,0
1094,8
1095,4
1096,6
1097,3
1098,6
1099,9
1100,6
1101,6
1102,3
1103,1
1104,8
1105,5
1106,0
1107,6
1108,7
1109,3
1110,3
1111,4
1112,6
1113,5
1114,0
1115,6
1116,3
1117,8
1118,6
1119,5
1120,2
1121,2
1122,8
1123,2
1124,3
1125,5
1126,3
1127,0
1128,0
1129,8
1130,3
1131,9
1132,5
1133,2
1134,4
1135,3
1136,3
1137,9
1138,3
1139,1
1140,5
1141,2
1142,2
1143,9
1144,3
1145,1
1146,3
1147,3
1148,3
1149,9
1150,0
1151,5
1152,5
1153,6
1154,0
1155,9
1156,2
1157,3
1158,5
1159,2
1160,1
1161,1
1162,5
1163,8
1164,0
1165,2
1166,0
1167,4
1168,0
1169,5
1170,5
1171,5
1172,3
1173,5
1174,5
1175,2
1176,3
1177,5
1178,7
1179,0
1180,8
1181,1
1182,2
1183,0
1184,2
1185,5
1186,0
1187,5
1188,2
1189,3
1190,4
1191,2
1192,6
1193,0
1194,0
1195,5
1196,5
1197,5
1198,5
1199,5
1200,4
1201,0
1202,5
1203,2
1204,0
1205,5
1206,9
1207,7
1208,2
1209,9
1210,2
1211,2
1212,9
1213,1
1214,0
1215,5
1216,5
1217,5
1218,3
1219,3
1220,9
1221,4
1222,8
1223,2
1224,5
1225,8
1226,3
1227,5
1228,1
1229,2
1230,0
1231,6
1232,8
1233,0
1234,5
1235,8
1236,5
1237,3
1238,5
1239,2
1240,2
1241,5
1242,3
1243,5
1244,3
1245,5
1246,0
1247,3
1248,0
1249,5
1250,5
1251,2
1252,6
1253,3
1254,0
1255,1
1256,5
1257,7
1258,3
1259,5
1260,8
1261,5
1262,3
1263,0
1264,5
1265,2
1266,2
1267,8
1268,0
1269,6
1270,7
1271,3
1272,5
1273,5
1274,8
1275,6
1276,8
1277,3
1278,5
1279,9
1280,2
1281,9
1282,0
1283,8
1284,9
1285,5
1286,5
1287,9
1288,6
1289,3
1290,5
1291,3
1292,5
1293,5
1294,2
1295,8
1296,0
1297,2
1298,2
1299,8
1300,5
1301,8
1302,5
1303,0
1304,1
1305,5
1306,5
1307,5
1308,5
1309,1
1310,1
1311,5
1312,5
1313,5
1314,8
1315,6
1316,8
1317,4
1318,3
1319,3
1320,5
1321,5
1322,1
1323,5
1324,3
1325,5
1326,5
1327,4
1328,0
1329,5
1330,1
1331,1
1332,5
1333,1
1334,6
1335,9
1336,5
1337,1
1338,5
1339,5
1340,6
1341,0
1342,1
1343,3
1344,6
1345,3
1346,8
1347,8
1348,1
1349,4
1350,5
1351,0
1352,6
1353,8
1354,2
1355,1
1356,3
1357,6
1358,7
1359,3
1360,5
1361,5
1362,6
1363,1
1364,0
1365,0
1366,1
1367,5
1368,3
1369,2
1370,2
1371,1
1372,6
1373,8
1374,8
1375,5
1376,6
1377,6
1378,0
1379,3
1380,0
1381,8
1382,5
1383,8
1384,3
1385,5
1386,9
1387,6
1388,0
1389,3
1390,2
1391,2
1392,2
1393,5
1394,5
1395,1
1396,2
1397,9
1398,8
1399,5
1400,0
1401,8
1402,1
1403,5
1404,2
1405,6
1406,5
1407,2
1408,6
1409,6
1410,2
1411,8
1412,3
1413,5
1414,5
1415,0
1416,2
1417,5
1418,9
1419,0
1420,5
1421,3
1422,5
1423,6
1424,8
1425,3
1426,2
1427,0
1428,3
1429,2
1430,7
1431,5
1432,8
1433,5
1434,9
1435,6
1436,3
1437,3
1438,5
1439,5
1440,2
1441,3
1442,9
1443,5
1444,3
1445,1
1446,2
1447,6
1448,2
1449,6
1450,5
1451,1
1452,8
1453,3
1454,5
1455,6
1456,3
1457,2
1458,5
1459,5
1460,7
1461,5
1462,2
1463,4
1464,2
1465,5
1466,5
1467,0
1468,5
1469,3
1470,1
1471,5
1472,9
1473,5
1474,5
1475,6
1476,6
1477,3
1478,3
1479,8
1480,5
1481,5
1482,4
1483,7
1484,2
1485,5
1486,2
1487,4
1488,8
1489,5
1490,3
1491,6
1492,5
1493,6
1494,6
1495,9
1496,2
1497,1
1498,2
1499,7
1500,0
1501,8
1502,2
1503,3
1504,9
1505,1
1506,8
1507,4
1508,0
1509,2
1510,5
1511,8
1512,6
1513,6
1514,5
1515,8
1516,5
1517,7
1518,0
1519,3
1520,5
1521,9
1522,3
1523,3
1524,7
1525,6
1526,8
1527,1
1528,5
1529,4
1530,5
1531,6
1532,1
1533,8
1534,5
1535,3
1536,0
1537,1
1538,7
1539,5
1540,1
1541,4
1542,5
1543,5
1544,3
1545,2
1546,5
1547,9
1548,5
1549,4
1550,5
1551,4
1552,4
1553,5
1554,1
1555,5
1556,2
1557,0
1558,5
1559,5
1560,8
1561,2
1562,3
1563,6
1564,8
1565,5
1566,2
1567,5
1568,4
1569,9
1570,8
1571,5
1572,5
1573,2
1574,2
1575,3
1576,3
1577,2
1578,8
1579,0
1580,1
1581,6
1582,9
1583,9
1584,5
1585,9
1586,2
1587,0
1588,1
1589,3
1590,8
1591,0
1592,5
1593,0
1594,5
1595,3
1596,5
1597,1
1598,6
1599,2
1600,5
1601,3
1602,0
1603,5
1604,1
1605,2
1606,1
1607,4
1608,9
1609,6
1610,2
1611,0
1612,8
1613,0
1614,8
1615,6
1616,1
1617,8
1618,3
1619,5
1620,5
1621,4
1622,1
1623,4
1624,6
1625,3
1626,2
1627,2
1628,4
1629,4
1630,0
1631,7
1632,6
1633,1
1634,8
1635,0
1636,2
1637,5
1638,2
1639,0
1640,9
1641,5
1642,3
1643,9
1644,2
1645,5
1646,4
1647,9
1648,5
1649,5
1650,5
1651,5
1652,5
1653,5
1654,8
1655,5
1656,6
1657,9
1658,6
1659,2
1660,5
1661,3
1662,0
1663,0
1664,5
1665,6
1666,5
1667,5
1668,5
1669,5
1670,0
1671,2
1672,2
1673,5
1674,5
1675,6
1676,1
1677,3
1678,8
1679,3
1680,2
1681,7
1682,5
1683,0
1684,2
1685,0
1686,5
1687,0
1688,5
1689,9
1690,5
1691,2
1692,5
1693,5
1694,5
1695,8
1696,7
1697,1
1698,5
1699,5
1700,2
1701,8
1702,2
1703,5
1704,3
1705,1
1706,5
1707,6
1708,9
1709,6
1710,5
1711,0
1712,0
1713,2
1714,5
1715,3
1716,9
1717,5
1718,4
1719,1
1720,9
1721,7
1722,5
1723,5
1724,9
1725,1
1726,5
1727,5
1728,5
1729,5
1730,5
1731,2
1732,5
1733,5
1734,3
1735,3
1736,5
1737,3
1738,5
1739,1
1740,3
1741,5
1742,6
1743,8
1744,0
1745,2
1746,4
1747,1
1748,4
1749,7
1750,0
1751,8
1752,3
1753,7
1754,1
1755,0
1756,3
1757,5
1758,5
1759,5
1760,2
1761,5
1762,9
1763,5
1764,7
1765,5
1766,6
1767,0
1768,1
1769,9
1770,1
1771,8
1772,5
1773,2
1774,5
1775,5
1776,2
1777,0
1778,8
1779,6
1780,2
1781,2
1782,5
1783,9
1784,3
1785,3
1786,5
1787,5
1788,0
1789,6
1790,1
1791,0
1792,5
1793,6
1794,0
1795,1
1796,0
1797,3
1798,6
1799,8
1800,9
1801,2
1802,5
1803,8
1804,3
1805,3
1806,0
1807,8
1808,1
1809,6
1810,0
1811,5
1812,7
1813,0
1814,1
1815,7
1816,1
1817,9
1818,5
1819,5
1820,3
1821,0
1822,5
1823,5
1824,5
1825,5
1826,6
1827,5
1828,5
1829,8
1830,1
1831,5
1832,5
1833,4
1834,0
1835,5
1836,1
1837,5
1838,6
1839,1
1840,0
1841,8
1842,1
1843,5
1844,5
1845,8
1846,6
1847,0
1848,1
1849,6
1850,5
1851,5
1852,6
1853,5
1854,2
1855,4
1856,5
1857,0
1858,5
1859,2
1860,5
1861,5
1862,5
1863,8
1864,9
1865,5
1866,9
1867,0
1868,9
1869,7
1870,5
1871,8
1872,8
1873,8
1874,5
1875,2
1876,2
1877,5
1878,5
1879,2
1880,8
1881,8
1882,2
1883,5
1884,1
1885,0
1886,1
1887,8
1888,0
1889,6
1890,5
1891,2
1892,9
1893,8
1894,6
1895,9
1896,4
1897,2
1898,9
1899,0
1900,0
1901,5
1902,2
1903,5
1904,5
1905,0
1906,5
1907,2
1908,2
1909,9
1910,5
1911,5
1912,5
1913,2
1914,0
1915,0
1916,4
1917,4
1918,8
1919,5
1920,1
1921,9
1922,5
1923,2
1924,0
1925,2
1926,3
1927,1
1928,2
1929,4
1930,5
1931,5
1932,5
1933,1
1934,6
1935,0
1936,6
1937,0
1938,8
1939,1
1940,9
1941,5
1942,9
1943,0
1944,2
1945,6
1946,5
1947,0
1948,5
1949,1
1950,2
1951,1
1952,7
1953,0
1954,5
1955,5
1956,5
1957,5
1958,5
1959,5
1960,1
1961,2
1962,9
1963,2
1964,0
1965,5
1966,3
1967,0
1968,2
1969,6
1970,6
1971,5
1972,3
1973,5
1974,0
1975,1
1976,2
1977,2
1978,3
1979,3
1980,4
1981,6
1982,2
1983,9
1984,5
1985,3
1986,3
1987,2
1988,3
1989,8
1990,5
1991,2
1992,5
1993,9
1994,1
1995,6
1996,1
1997,0
1998,5
1999,2
2000,9
2001,2
2002,0
2003,0
2004,2
2005,9
2006,9
2007,6
2008,8
2009,0
2010,5
2011,5
2012,2
2013,0
2014,5
2015,6
2016,1
2017,2
2018,5
2019,3
2020,5
2021,8
2022,5
2023,0
2024,0
2025,5
2026,1
2027,6
2028,5
2029,9
2030,5
2031,5
2032,2
2033,8
2034,2
2035,4
2036,3
2037,6
2038,2
2039,4
2040,1
2041,6
2042,5
2043,9
2044,2
2045,6
2046,5
2047,7
2048,6
2049,5
2050,2
2051,8
2052,5
2053,8
2054,6
2055,6
2056,0
2057,1
2058,1
2059,5
2060,9
2061,7
2062,6
2063,7
2064,5
2065,5
2066,5
2067,0
2068,0
2069,9
2070,6
2071,6
2072,0
2073,6
2074,5
2075,4
2076,0
2077,2
2078,0
2079,5
2080,5
2081,5
2082,9
2083,3
2084,5
2085,0
2086,6
2087,5
2088,5
2089,7
2090,8
2091,8
2092,8
2093,6
2094,6
2095,5
2096,5
2097,7
2098,7
2099,5
2100,2
2101,8
2102,5
2103,6
2104,5
2105,8
2106,7
2107,8
2108,5
2109,3
2110,0
2111,8
2112,8
2113,4
2114,5
2115,0
2116,5
2117,6
2118,7
2119,6
2120,3
2121,4
2122,9
2123,3
2124,0
2125,2
2126,7
2127,1
2128,8
2129,3
2130,8
2131,5
2132,3
2133,5
2134,3
2135,2
2136,0
2137,0
2138,5
2139,6
2140,3
2141,5
2142,1
2143,2
2144,8
2145,6
2146,5
2147,1
2148,5
2149,5
2150,6
2151,7
2152,2
2153,9
2154,9
2155,8
2156,9
2157,5
2158,1
2159,8
2160,1
2161,5
2162,7
2163,6
2164,6
2165,2
2166,8
2167,5
2168,6
2169,8
2170,7
2171,3
2172,5
2173,5
2174,2
2175,5
2176,5
2177,6
2178,5
2179,2
2180,5
2181,5
2182,7
2183,2
2184,5
2185,3
2186,3
2187,5
2188,2
2189,0
2190,5
2191,9
2192,0
2193,8
2194,4
2195,6
2196,1
2197,2
2198,8
2199,6
2200,3
2201,6
2202,5
2203,9
2204,3
2205,5
2206,0
2207,5
2208,0
2209,6
2210,8
2211,1
2212,5
2213,5
2214,8
2215,3
2216,5
2217,2
2218,5
2219,0
2220,8
2221,0
2222,0
2223,3
2224,3
2225,5
2226,6
2227,6
2228,0
2229,8
2230,3
2231,2
2232,5
2233,5
2234,9
2235,5
2236,3
2237,4
2238,2
2239,6
2240,0
2241,5
2242,6
2243,5
2244,2
2245,5
2246,2
2247,7
2248,5
2249,2
2250,5
2251,0
2252,6
2253,8
2254,5
2255,2
2256,6
2257,5
2258,1
2259,5
2260,2
2261,3
2262,2
2263,0
2264,2
2265,5
2266,5
2267,3
2268,5
2269,8
2270,6
2271,9
2272,0
2273,0
2274,2
2275,9
2276,5
2277,8
2278,0
2279,3
2280,7
2281,8
2282,2
2283,5
2284,6
2285,2
2286,9
2287,3
2288,5
2289,0
2290,9
2291,2
2292,1
2293,5
2294,6
2295,8
2296,5
2297,5
2298,2
2299,5
2300,5
2301,4
2302,8
2303,0
2304,1
2305,2
2306,8
2307,8
2308,3
2309,0
2310,5
2311,3
2312,0
2313,8
2314,5
2315,9
2316,5
2317,5
2318,2
2319,3
2320,3
2321,5
2322,9
2323,2
2324,5
2325,1
2326,2
2327,5
2328,0
2329,3
2330,8
2331,8
2332,5
2333,0
2334,9
2335,2
2336,1
2337,5
2338,5
2339,1
2340,0
2341,3
2342,2
2343,9
2344,0
2345,4
2346,8
2347,2
2348,1
2349,3
2350,6
2351,1
2352,3
2353,8
2354,5
2355,6
2356,6
2357,9
2358,5
2359,8
2360,0
2361,6
2362,5
2363,2
2364,5
2365,5
2366,5
2367,2
2368,5
2369,3
2370,5
2371,5
2372,2
2373,5
2374,2
2375,2
2376,2
2377,5
2378,8
2379,5
2380,8
2381,5
2382,6
2383,7
2384,9
2385,1
2386,1
2387,3
2388,9
2389,1
2390,6
2391,1
2392,1
2393,5
2394,8
2395,7
2396,1
2397,3
2398,2
2399,5
2400,2
2401,2
2402,8
2403,5
2404,5
2405,6
2406,6
2407,7
2408,9
2409,4
2410,2
2411,1
2412,2
2413,3
2414,9
2415,9
2416,8
2417,5
2418,6
2419,8
2420,6
2421,5
2422,8
2423,7
2424,1
2425,3
2426,5
2427,5
2428,0
2429,5
2430,3
2431,1
2432,6
2433,0
2434,2
2435,1
2436,3
2437,0
2438,7
2439,5
2440,2
2441,3
2442,2
2443,5
2444,9
2445,3
2446,5
2447,3
2448,5
2449,2
2450,8
2451,7
2452,8
2453,9
2454,8
2455,4
2456,5
2457,7
2458,5
2459,5
2460,2
2461,8
2462,4
2463,5
2464,5
2465,6
2466,5
2467,8
2468,3
2469,5
2470,8
2471,5
2472,5
2473,8
2474,3
2475,2
2476,3
2477,2
2478,3
2479,6
2480,2
2481,5
2482,5
2483,1
2484,1
2485,1
2486,3
2487,1
2488,5
2489,7
2490,5
2491,5
2492,9
2493,1
2494,5
2495,2
2496,5
2497,3
2498,5
2499,5
2500,4
2501,1
2502,0
2503,4
2504,6
2505,5
2506,8
2507,5
2508,3
2509,9
2510,1
2511,5
2512,9
2513,5
2514,8
2515,6
2516,5
2517,6
2518,8
2519,0
2520,1
2521,8
2522,1
2523,9
2524,5
2525,5
2526,2
2527,5
2528,6
2529,0
2530,1
2531,2
2532,2
2533,6
2534,8
2535,0
2536,1
2537,6
2538,3
2539,5
2540,3
2541,5
2542,8
2543,5
2544,1
2545,2
2546,5
2547,3
2548,5
2549,3
2550,3
2551,5
2552,5
2553,0
2554,0
2555,0
2556,8
2557,5
2558,5
2559,5
2560,8
2561,3
2562,3
2563,2
2564,8
2565,3
2566,5
2567,6
2568,3
2569,6
2570,4
2571,5
2572,8
2573,5
2574,5
2575,6
2576,0
2577,0
2578,6
2579,5
2580,0
2581,5
2582,3
2583,0
2584,1
2585,2
2586,6
2587,5
2588,4
2589,3
2590,5
2591,8
2592,2
2593,0
2594,6
2595,9
2596,4
2597,3
2598,5
2599,3
2600,4
2601,7
2602,8
2603,0
2604,6
2605,2
2606,6
2607,0
2608,2
2609,5
2610,9
2611,1
2612,2
2613,9
2614,6
2615,1
2616,7
2617,5
2618,5
2619,8
2620,1
2621,9
2622,3
2623,5
2624,3
2625,2
2626,6
2627,5
2628,8
2629,5
2630,2
2631,0
2632,5
2633,6
2634,6
2635,5
2636,8
2637,8
2638,8
2639,7
2640,5
2641,7
2642,3
2643,8
2644,7
2645,0
2646,5
2647,9
2648,1
2649,2
2650,2
2651,3
2652,0
2653,5
2654,8
2655,0
2656,6
2657,6
2658,5
2659,2
2660,1
2661,4
2662,5
2663,1
2664,0
2665,2
2666,2
2667,9
2668,2
2669,1
2670,2
2671,5
2672,5
2673,5
2674,2
2675,0
2676,5
2677,6
2678,8
2679,2
2680,1
2681,9
2682,0
2683,5
2684,6
2685,5
2686,3
2687,6
2688,1
2689,6
2690,3
2691,3
2692,2
2693,1
2694,6
2695,1
2696,2
2697,7
2698,8
2699,5
2700,2
2701,8
2702,8
2703,5
2704,2
2705,9
2706,5
2707,9
2708,1
2709,8
2710,4
2711,3
2712,5
2713,2
2714,3
2715,7
2716,9
2717,2
2718,9
2719,5
2720,8
2721,5
2722,6
2723,5
2724,5
2725,6
2726,6
2727,3
2728,3
2729,2
2730,6
2731,1
2732,5
2733,8
2734,5
2735,5
2736,2
2737,3
2738,3
2739,5
2740,8
2741,8
2742,3
2743,4
2744,5
2745,6
2746,5
2747,4
2748,3
2749,5
2750,3
2751,4
2752,9
2753,0
2754,4
2755,5
2756,8
2757,7
2758,6
2759,5
2760,0
2761,6
2762,5
2763,5
2764,5
2765,2
2766,0
2767,5
2768,5
2769,6
2770,5
2771,6
2772,5
2773,2
2774,9
2775,9
2776,2
2777,1
2778,6
2779,6
2780,6
2781,1
2782,0
2783,5
2784,1
2785,0
2786,8
2787,5
2788,2
2789,5
2790,5
2791,5
2792,5
2793,5
2794,5
2795,5
2796,8
2797,2
2798,2
2799,6
2800,6
2801,2
2802,0
2803,3
2804,5
2805,8
2806,2
2807,9
2808,5
2809,3
2810,5
2811,5
2812,8
2813,2
2814,3
2815,5
2816,2
2817,2
2818,5
2819,4
2820,5
2821,2
2822,5
2823,8
2824,8
2825,9
2826,5
2827,8
2828,5
2829,9
2830,5
2831,4
2832,3
2833,7
2834,5
2835,6
2836,4
2837,8
2838,5
2839,2
2840,3
2841,8
2842,5
2843,0
2844,5
2845,2
2846,5
2847,1
2848,6
2849,2
2850,3
2851,9
2852,5
2853,3
2854,1
2855,2
2856,3
2857,2
2858,7
2859,0
2860,1
2861,2
2862,6
2863,2
2864,5
2865,0
2866,6
2867,2
2868,5
2869,5
2870,5
2871,8
2872,7
2873,3
2874,0
2875,4
2876,5
2877,7
2878,5
2879,9
2880,7
2881,5
2882,0
2883,1
2884,1
2885,5
2886,4
2887,5
2888,1
2889,3
2890,5
2891,3
2892,7
2893,2
2894,6
2895,5
2896,3
2897,1
2898,8
2899,2
2900,9
2901,0
2902,4
2903,3
2904,5
2905,5
2906,7
2907,0
2908,5
2909,1
2910,6
2911,5
2912,7
2913,3
2914,0
2915,8
2916,6
2917,2
2918,5
2919,2
2920,5
2921,9
2922,2
2923,1
2924,7
2925,2
2926,5
2927,3
2928,8
2929,3
2930,5
2931,8
2932,5
2933,8
2934,9
2935,5
2936,6
2937,8
2938,9
2939,9
2940,8
2941,8
2942,5
2943,6
2944,6
2945,5
2946,5
2947,5
2948,3
2949,5
2950,5
2951,8
2952,4
2953,3
2954,5
2955,4
2956,6
2957,5
2958,2
2959,9
2960,5
2961,3
2962,5
2963,1
2964,8
2965,2
2966,0
2967,3
2968,9
2969,5
2970,1
2971,8
2972,0
2973,3
2974,5
2975,1
2976,9
2977,5
2978,3
2979,2
2980,2
2981,0
2982,9
2983,3
2984,6
2985,1
2986,2
2987,8
2988,4
2989,6
2990,4
2991,4
2992,5
2993,2
2994,9
2995,1
2996,8
2997,5
